,bottle,producer,color,shape,age,weight,simple_surface,color_shape
9140,9140,Pietro,green,long,45,,374.12,green_long
9141,9141,Romeo,green,premium,37,,294.6312,green_premium
9142,9142,Pietro,green,long,8,,371.2841,green_long
9143,9143,Pietro,green,long,37,,351.8857,green_long
9144,9144,Pietro,yellow,long,59,,380.3761,yellow_long
9145,9145,Romeo,green,long,49,,292.485,green_long
9146,9146,Pietro,blue,long,6,,339.11300000000006,blue_long
9147,9147,Monica,green,artistic,49,3.69,259.826,green_artistic
9148,9148,Pietro,blue,long,24,,377.575,blue_long
9149,9149,Monica,green,premium,59,,322.22520000000003,green_premium
9150,9150,Pietro,green,onion,57,,288.29879999999997,green_onion
9151,9151,Romeo,blue,premium,45,,323.818,blue_premium
9152,9152,Pietro,green,long,1,,372.3069,green_long
9153,9153,Romeo,blue,onion,24,,308.47299999999996,blue_onion
9154,9154,Romeo,green,onion,53,,333.6693,green_onion
9155,9155,Monica,blue,onion,55,,310.464,blue_onion
9156,9156,Pietro,green,long,51,,425.9736,green_long
9157,9157,Romeo,blue,premium,47,,304.73159999999996,blue_premium
9158,9158,Monica,green,long,0,,312.3372,green_long
9159,9159,Monica,green,long,33,,369.49859999999995,green_long
9160,9160,Romeo,yellow,long,0,,335.6606,yellow_long
9161,9161,Pietro,yellow,long,35,,333.96,yellow_long
9162,9162,Monica,green,artistic,44,,498.6007000000001,green_artistic
9163,9163,Romeo,green,premium,57,,328.6773,green_premium
9164,9164,Monica,yellow,onion,7,,265.3241,yellow_onion
9165,9165,Pietro,blue,long,19,,379.002,blue_long
9166,9166,Pietro,green,long,49,,260.6166,green_long
9167,9167,Monica,green,premium,11,,317.6325,green_premium
9168,9168,Romeo,green,premium,59,,297.073,green_premium
9169,9169,Pietro,green,long,23,,304.01,green_long
9170,9170,Romeo,green,long,25,,396.67920000000004,green_long
9171,9171,Monica,green,artistic,43,,352.4889,green_artistic
9172,9172,Romeo,green,long,54,,280.6191,green_long
9173,9173,Pietro,green,long,40,,424.589,green_long
9174,9174,Pietro,blue,long,49,,382.6578,blue_long
9175,9175,Pietro,green,premium,5,,324.7232,green_premium
9176,9176,Monica,green,artistic,48,,208.0158,green_artistic
9177,9177,Pietro,blue,long,16,,387.3492,blue_long
9178,9178,Romeo,green,premium,21,,305.5045,green_premium
9179,9179,Romeo,green,onion,20,,249.504,green_onion
9180,9180,Pietro,green,long,21,,354.3792,green_long
9181,9181,Monica,green,artistic,24,,70.15690000000001,green_artistic
9182,9182,Romeo,blue,premium,21,,307.098,blue_premium
9183,9183,Monica,blue,premium,23,,305.6121,blue_premium
9184,9184,Monica,green,premium,12,,300.96,green_premium
9185,9185,Romeo,green,onion,49,,321.98099999999994,green_onion
9186,9186,Pietro,blue,long,19,,355.266,blue_long
9187,9187,Pietro,blue,long,44,,390.032,blue_long
9188,9188,Romeo,green,premium,4,,307.15680000000003,green_premium
9189,9189,Romeo,green,premium,50,,297.5429,green_premium
9190,9190,Monica,blue,artistic,28,,198.162,blue_artistic
9191,9191,Monica,green,artistic,27,,332.9844,green_artistic
9192,9192,Romeo,blue,premium,46,,325.4052,blue_premium
9193,9193,Pietro,green,long,36,,400.8162,green_long
9194,9194,Romeo,blue,long,40,,415.35830000000004,blue_long
9195,9195,Pietro,yellow,long,34,,360.01439999999997,yellow_long
9196,9196,Romeo,green,premium,11,,313.812,green_premium
9197,9197,Monica,green,long,32,,355.36920000000003,green_long
9198,9198,Pietro,green,long,57,,342.8757,green_long
9199,9199,Monica,blue,artistic,16,,277.6124,blue_artistic
9200,9200,Pietro,green,long,12,,454.1095,green_long
9201,9201,Pietro,green,long,33,,368.9781,green_long
9202,9202,Monica,green,onion,28,,236.918,green_onion
9203,9203,Pietro,blue,long,40,,385.7152,blue_long
9204,9204,Pietro,green,long,4,,328.6344,green_long
9205,9205,Monica,green,premium,11,,299.38599999999997,green_premium
9206,9206,Monica,green,long,25,,331.56969999999995,green_long
9207,9207,Pietro,green,long,43,,421.96229999999997,green_long
9208,9208,Pietro,green,long,50,,315.0504,green_long
9209,9209,Pietro,green,long,51,,388.59839999999997,green_long
9210,9210,Romeo,green,long,18,,299.013,green_long
9211,9211,Pietro,green,premium,54,,288.11650000000003,green_premium
9212,9212,Monica,green,artistic,51,,228.5676,green_artistic
9213,9213,Monica,blue,onion,24,,273.783,blue_onion
9214,9214,Pietro,green,long,42,,410.48480000000006,green_long
9215,9215,Romeo,green,artistic,41,,181.272,green_artistic
9216,9216,Pietro,green,long,11,3.25,314.41,green_long
9217,9217,Pietro,blue,long,16,,373.2582,blue_long
9218,9218,Monica,blue,artistic,58,,133.2456,blue_artistic
9219,9219,Pietro,green,long,46,,386.9418,green_long
9220,9220,Pietro,green,long,2,,387.92519999999996,green_long
9221,9221,Romeo,green,premium,21,,300.96900000000005,green_premium
9222,9222,Pietro,blue,long,7,,434.7336,blue_long
9223,9223,Pietro,green,onion,37,,189.1152,green_onion
9224,9224,Pietro,green,long,48,,306.9792,green_long
9225,9225,Pietro,blue,onion,16,,354.918,blue_onion
9226,9226,Romeo,yellow,premium,36,,319.1112,yellow_premium
9227,9227,Pietro,green,long,7,,404.1527,green_long
9228,9228,Pietro,blue,long,4,,369.598,blue_long
9229,9229,Monica,green,premium,8,,309.32,green_premium
9230,9230,Pietro,green,long,50,,418.27,green_long
9231,9231,Monica,green,onion,55,,381.9,green_onion
9232,9232,Romeo,green,artistic,24,,336.3968,green_artistic
9233,9233,Pietro,green,long,2,,388.3516,green_long
9234,9234,Romeo,green,long,1,,295.1732,green_long
9235,9235,Pietro,green,onion,41,,349.8394,green_onion
9236,9236,Pietro,green,long,8,,316.8411,green_long
9237,9237,Pietro,green,onion,16,,362.5824,green_onion
9238,9238,Monica,green,long,52,,394.625,green_long
9239,9239,Romeo,green,premium,48,,318.41519999999997,green_premium
9240,9240,Pietro,blue,long,58,,351.5667,blue_long
9241,9241,Pietro,green,long,45,,343.47599999999994,green_long
9242,9242,Monica,green,long,56,,294.66179999999997,green_long
9243,9243,Romeo,blue,premium,53,,300.048,blue_premium
9244,9244,Monica,green,onion,22,,334.7586,green_onion
9245,9245,Pietro,green,premium,22,,312.16749999999996,green_premium
9246,9246,Romeo,green,premium,9,,300.5634,green_premium
9247,9247,Pietro,green,long,33,,408.4128,green_long
9248,9248,Monica,green,artistic,25,,243.92479999999998,green_artistic
9249,9249,Pietro,green,long,49,,350.6681,green_long
9250,9250,Pietro,yellow,onion,24,,273.041,yellow_onion
9251,9251,Pietro,blue,long,2,,289.0503,blue_long
9252,9252,Romeo,green,long,6,,328.7817,green_long
9253,9253,Romeo,yellow,premium,32,,338.35100000000006,yellow_premium
9254,9254,Pietro,blue,long,8,,351.5555,blue_long
9255,9255,Pietro,green,long,44,,380.5648,green_long
9256,9256,Pietro,green,long,9,,435.75780000000003,green_long
9257,9257,Romeo,blue,long,26,,357.192,blue_long
9258,9258,Monica,yellow,onion,43,,364.656,yellow_onion
9259,9259,Romeo,green,long,20,,439.0034,green_long
9260,9260,Romeo,green,premium,45,,306.18,green_premium
9261,9261,Pietro,green,long,12,,377.9646,green_long
9262,9262,Pietro,green,long,23,,412.8073,green_long
9263,9263,Romeo,yellow,long,9,,394.08549999999997,yellow_long
9264,9264,Pietro,green,long,54,,390.1702,green_long
9265,9265,Monica,blue,onion,49,,258.876,blue_onion
9266,9266,Pietro,green,onion,49,,274.185,green_onion
9267,9267,Pietro,green,long,6,,300.9753,green_long
9268,9268,Romeo,green,premium,3,,316.30649999999997,green_premium
9269,9269,Romeo,blue,long,59,,331.74570000000006,blue_long
9270,9270,Pietro,blue,long,21,,373.1076,blue_long
9271,9271,Romeo,yellow,long,11,,352.4235,yellow_long
9272,9272,Monica,green,artistic,42,,636.7660999999999,green_artistic
9273,9273,Monica,yellow,onion,35,,328.4264,yellow_onion
9274,9274,Pietro,blue,long,48,,396.875,blue_long
9275,9275,Pietro,blue,long,39,,397.07009999999997,blue_long
9276,9276,Pietro,green,onion,8,,355.0423,green_onion
9277,9277,Romeo,yellow,premium,10,,299.9471,yellow_premium
9278,9278,Pietro,green,long,49,,329.94,green_long
9279,9279,Monica,green,artistic,19,,212.4493,green_artistic
9280,9280,Monica,green,artistic,31,,181.9914,green_artistic
9281,9281,Monica,yellow,onion,41,,317.3121,yellow_onion
9282,9282,Pietro,blue,long,12,,411.5785,blue_long
9283,9283,Monica,green,onion,47,,426.0267,green_onion
9284,9284,Romeo,green,premium,20,,315.1584,green_premium
9285,9285,Pietro,yellow,onion,48,,269.5618,yellow_onion
9286,9286,Pietro,blue,long,7,,396.6144,blue_long
9287,9287,Pietro,yellow,long,4,,453.8264,yellow_long
9288,9288,Monica,green,long,16,,376.3218,green_long
9289,9289,Monica,green,premium,36,,292.6014,green_premium
9290,9290,Monica,blue,premium,5,,338.1753,blue_premium
9291,9291,Pietro,yellow,long,55,,371.23380000000003,yellow_long
9292,9292,Monica,yellow,onion,49,,427.7472,yellow_onion
9293,9293,Monica,green,artistic,7,,139.221,green_artistic
9294,9294,Romeo,green,premium,24,,307.7256,green_premium
9295,9295,Pietro,green,long,5,,348.7406,green_long
9296,9296,Monica,green,long,7,,442.3751,green_long
9297,9297,Monica,green,artistic,5,,111.32799999999999,green_artistic
9298,9298,Pietro,green,long,10,,455.22499999999997,green_long
9299,9299,Pietro,blue,long,27,,317.3618,blue_long
9300,9300,Romeo,yellow,artistic,16,,129.295,yellow_artistic
9301,9301,Romeo,yellow,long,29,,330.49739999999997,yellow_long
9302,9302,Monica,blue,artistic,45,,379.7396,blue_artistic
9303,9303,Romeo,blue,artistic,30,,119.4165,blue_artistic
9304,9304,Pietro,green,long,54,,418.7904,green_long
9305,9305,Romeo,green,premium,5,,334.776,green_premium
9306,9306,Monica,blue,premium,5,,303.0004,blue_premium
9307,9307,Monica,blue,long,56,,404.286,blue_long
9308,9308,Monica,blue,artistic,1,,149.9264,blue_artistic
9309,9309,Monica,green,onion,13,,324.3944,green_onion
9310,9310,Romeo,green,premium,26,,302.56379999999996,green_premium
9311,9311,Romeo,blue,long,37,,321.3894,blue_long
9312,9312,Pietro,yellow,long,46,,466.004,yellow_long
9313,9313,Romeo,green,premium,41,,312.4143,green_premium
9314,9314,Romeo,green,premium,12,,308.78999999999996,green_premium
9315,9315,Romeo,blue,premium,14,,299.0562,blue_premium
9316,9316,Pietro,green,long,20,,363.09139999999996,green_long
9317,9317,Pietro,green,long,20,,318.0562,green_long
9318,9318,Monica,green,premium,24,,314.71200000000005,green_premium
9319,9319,Romeo,green,premium,37,,318.29549999999995,green_premium
9320,9320,Romeo,green,premium,59,,273.19100000000003,green_premium
9321,9321,Pietro,green,long,18,,355.07399999999996,green_long
9322,9322,Romeo,blue,premium,46,,319.592,blue_premium
9323,9323,Monica,green,artistic,26,,358.3388,green_artistic
9324,9324,Monica,yellow,long,35,,384.76079999999996,yellow_long
9325,9325,Pietro,green,long,37,,387.34319999999997,green_long
9326,9326,Monica,blue,premium,53,,305.9028,blue_premium
9327,9327,Pietro,green,long,41,,350.7664,green_long
9328,9328,Romeo,green,premium,27,,316.6812,green_premium
9329,9329,Pietro,green,long,46,,297.89549999999997,green_long
9330,9330,Pietro,green,long,23,,372.9544,green_long
9331,9331,Monica,blue,artistic,4,,176.56560000000002,blue_artistic
9332,9332,Pietro,green,onion,32,,301.34790000000004,green_onion
9333,9333,Pietro,blue,long,23,,325.3144,blue_long
9334,9334,Pietro,green,long,21,,289.5276,green_long
9335,9335,Pietro,green,onion,6,,318.72499999999997,green_onion
9336,9336,Pietro,green,long,45,,335.06890000000004,green_long
9337,9337,Monica,blue,premium,32,,306.24,blue_premium
9338,9338,Pietro,blue,premium,15,,329.8449,blue_premium
9339,9339,Monica,green,onion,51,,331.34720000000004,green_onion
9340,9340,Pietro,green,onion,51,,286.7787000000001,green_onion
9341,9341,Monica,green,artistic,6,,338.427,green_artistic
9342,9342,Pietro,green,long,33,,336.0504,green_long
9343,9343,Romeo,blue,artistic,57,,205.2612,blue_artistic
9344,9344,Monica,yellow,premium,16,,327.5862,yellow_premium
9345,9345,Pietro,green,long,45,,343.6576,green_long
9346,9346,Monica,green,long,31,,419.2081,green_long
9347,9347,Pietro,blue,long,0,,357.48019999999997,blue_long
9348,9348,Monica,blue,artistic,16,,376.9445,blue_artistic
9349,9349,Monica,blue,artistic,17,,282.296,blue_artistic
9350,9350,Romeo,green,long,33,,319.9427,green_long
9351,9351,Pietro,green,long,12,,356.43240000000003,green_long
9352,9352,Romeo,blue,premium,25,,300.77410000000003,blue_premium
9353,9353,Pietro,green,long,43,,429.63419999999996,green_long
9354,9354,Monica,yellow,artistic,43,,385.83720000000005,yellow_artistic
9355,9355,Pietro,blue,onion,46,,342.8213,blue_onion
9356,9356,Pietro,green,long,58,,338.7552,green_long
9357,9357,Monica,yellow,premium,15,,317.98499999999996,yellow_premium
9358,9358,Monica,yellow,onion,15,,352.716,yellow_onion
9359,9359,Monica,green,long,30,,392.2427,green_long
9360,9360,Monica,green,onion,26,,235.29299999999998,green_onion
9361,9361,Monica,green,artistic,20,,94.90760000000002,green_artistic
9362,9362,Monica,blue,long,22,,414.8315,blue_long
9363,9363,Romeo,blue,artistic,49,,125.35359999999999,blue_artistic
9364,9364,Pietro,blue,long,17,,402.5416,blue_long
9365,9365,Romeo,green,artistic,21,,202.27019999999996,green_artistic
9366,9366,Pietro,green,long,24,,392.9955,green_long
9367,9367,Pietro,blue,long,35,,346.35999999999996,blue_long
9368,9368,Pietro,blue,long,33,,322.63439999999997,blue_long
9369,9369,Monica,green,artistic,23,,351.3168,green_artistic
9370,9370,Pietro,green,long,21,,329.4765,green_long
9371,9371,Monica,blue,artistic,45,,200.48349999999996,blue_artistic
9372,9372,Romeo,green,premium,13,,344.13960000000003,green_premium
9373,9373,Pietro,green,long,56,,476.0472,green_long
9374,9374,Monica,yellow,premium,51,,291.93449999999996,yellow_premium
9375,9375,Monica,green,premium,44,,328.40720000000005,green_premium
9376,9376,Romeo,green,artistic,34,,309.4056,green_artistic
9377,9377,Romeo,green,long,46,,379.7558,green_long
9378,9378,Pietro,green,long,54,,369.766,green_long
9379,9379,Pietro,green,long,28,,422.3619,green_long
9380,9380,Pietro,green,long,13,,451.03459999999995,green_long
9381,9381,Monica,green,premium,28,,301.5285,green_premium
9382,9382,Pietro,blue,long,51,,372.2218,blue_long
9383,9383,Pietro,yellow,onion,44,,296.4731,yellow_onion
9384,9384,Pietro,green,onion,34,,282.639,green_onion
9385,9385,Romeo,green,premium,26,,316.58000000000004,green_premium
9386,9386,Pietro,blue,long,11,,383.24,blue_long
9387,9387,Pietro,green,long,5,,358.797,green_long
9388,9388,Pietro,blue,long,12,,368.008,blue_long
9389,9389,Romeo,green,long,5,,372.60139999999996,green_long
9390,9390,Pietro,green,long,30,,500.9545,green_long
9391,9391,Monica,green,long,57,,376.1506,green_long
9392,9392,Romeo,blue,premium,41,,319.51,blue_premium
9393,9393,Pietro,blue,long,10,,344.23819999999995,blue_long
9394,9394,Pietro,yellow,long,39,,263.9822,yellow_long
9395,9395,Pietro,yellow,long,11,,437.96160000000003,yellow_long
9396,9396,Romeo,yellow,premium,27,4.43,315.6538,yellow_premium
9397,9397,Pietro,green,onion,16,,300.8178,green_onion
9398,9398,Monica,green,artistic,21,,312.9948,green_artistic
9399,9399,Romeo,blue,premium,36,,322.149,blue_premium
9400,9400,Pietro,green,long,31,,253.32510000000002,green_long
9401,9401,Pietro,blue,long,19,,389.046,blue_long
9402,9402,Monica,green,artistic,6,,207.5675,green_artistic
9403,9403,Pietro,green,onion,28,,338.1516,green_onion
9404,9404,Romeo,green,premium,18,,324.762,green_premium
9405,9405,Romeo,green,premium,50,,316.39500000000004,green_premium
9406,9406,Romeo,green,long,51,,373.6311,green_long
9407,9407,Monica,green,artistic,31,,187.2821,green_artistic
9408,9408,Pietro,green,onion,22,,213.2092,green_onion
9409,9409,Monica,green,artistic,29,,60.23519999999999,green_artistic
9410,9410,Monica,green,premium,2,,303.6618,green_premium
9411,9411,Monica,blue,premium,15,,302.479,blue_premium
9412,9412,Monica,blue,onion,10,,290.151,blue_onion
9413,9413,Pietro,green,long,29,,326.86,green_long
9414,9414,Monica,green,artistic,20,,141.20159999999998,green_artistic
9415,9415,Pietro,blue,onion,52,,395.1891,blue_onion
9416,9416,Romeo,green,premium,7,,298.1427,green_premium
9417,9417,Pietro,green,onion,9,,328.38460000000003,green_onion
9418,9418,Monica,green,onion,54,,360.065,green_onion
9419,9419,Pietro,yellow,long,10,,310.6291,yellow_long
9420,9420,Monica,green,long,7,,383.46299999999997,green_long
9421,9421,Pietro,green,long,2,,416.6928,green_long
9422,9422,Monica,green,artistic,59,,221.8362,green_artistic
9423,9423,Pietro,green,long,29,,301.9404,green_long
9424,9424,Monica,green,artistic,52,,71.5356,green_artistic
9425,9425,Romeo,yellow,premium,12,,285.618,yellow_premium
9426,9426,Monica,yellow,onion,29,,292.0797,yellow_onion
9427,9427,Monica,green,premium,16,,303.73560000000003,green_premium
9428,9428,Monica,green,long,43,,381.2185,green_long
9429,9429,Monica,yellow,premium,27,,330.9152,yellow_premium
9430,9430,Pietro,blue,long,3,,284.4634,blue_long
9431,9431,Monica,green,onion,36,,363.40749999999997,green_onion
9432,9432,Romeo,yellow,premium,51,,320.7086,yellow_premium
9433,9433,Monica,green,artistic,7,,232.434,green_artistic
9434,9434,Pietro,green,long,16,,313.5444,green_long
9435,9435,Monica,green,artistic,18,,153.95200000000003,green_artistic
9436,9436,Monica,blue,artistic,52,,436.82500000000005,blue_artistic
9437,9437,Pietro,green,long,29,,420.2688,green_long
9438,9438,Monica,green,onion,4,,282.425,green_onion
9439,9439,Pietro,blue,long,55,,399.48699999999997,blue_long
9440,9440,Pietro,green,long,26,,299.637,green_long
9441,9441,Monica,green,onion,23,,294.6064,green_onion
9442,9442,Pietro,yellow,long,19,,397.19130000000007,yellow_long
9443,9443,Monica,green,onion,32,,402.743,green_onion
9444,9444,Pietro,blue,long,4,,365.95919999999995,blue_long
9445,9445,Romeo,green,long,21,,402.88300000000004,green_long
9446,9446,Monica,green,premium,19,,282.88750000000005,green_premium
9447,9447,Monica,green,premium,58,,308.3358,green_premium
9448,9448,Pietro,blue,long,0,,322.14000000000004,blue_long
9449,9449,Pietro,green,long,54,,311.2048,green_long
9450,9450,Romeo,green,long,57,,325.829,green_long
9451,9451,Monica,green,premium,13,,307.3992,green_premium
9452,9452,Pietro,green,long,48,,384.74800000000005,green_long
9453,9453,Pietro,green,long,30,,409.375,green_long
9454,9454,Pietro,green,long,16,,355.312,green_long
9455,9455,Romeo,green,premium,42,,319.09680000000003,green_premium
9456,9456,Pietro,blue,long,9,,305.0392,blue_long
9457,9457,Pietro,blue,onion,43,,346.632,blue_onion
9458,9458,Pietro,green,long,58,,262.5749,green_long
9459,9459,Romeo,green,premium,27,,284.82599999999996,green_premium
9460,9460,Pietro,green,onion,18,,282.2432,green_onion
9461,9461,Romeo,green,premium,10,,307.288,green_premium
9462,9462,Romeo,green,premium,13,,313.82730000000004,green_premium
9463,9463,Romeo,green,premium,14,,285.9672,green_premium
9464,9464,Monica,green,long,58,,318.40659999999997,green_long
9465,9465,Romeo,green,long,33,,389.3736,green_long
9466,9466,Pietro,green,long,23,,377.88,green_long
9467,9467,Monica,green,artistic,2,,283.2198,green_artistic
9468,9468,Pietro,green,long,36,,458.31039999999996,green_long
9469,9469,Romeo,green,long,55,,379.4609,green_long
9470,9470,Pietro,yellow,long,58,,336.11890000000005,yellow_long
9471,9471,Pietro,green,long,48,,414.3272,green_long
9472,9472,Monica,blue,long,23,,280.9001,blue_long
9473,9473,Pietro,green,long,38,,382.7818,green_long
9474,9474,Pietro,green,long,3,,310.3449,green_long
9475,9475,Monica,green,onion,47,,303.91200000000003,green_onion
9476,9476,Romeo,green,premium,32,,315.6453,green_premium
9477,9477,Romeo,green,premium,1,,300.3,green_premium
9478,9478,Romeo,green,long,20,,366.86000000000007,green_long
9479,9479,Pietro,blue,long,33,,372.4241,blue_long
9480,9480,Pietro,green,long,49,,437.3952,green_long
9481,9481,Pietro,green,onion,10,,239.76050000000004,green_onion
9482,9482,Romeo,green,premium,4,,312.61719999999997,green_premium
9483,9483,Pietro,blue,long,3,,417.3638,blue_long
9484,9484,Romeo,green,long,37,,345.7159,green_long
9485,9485,Romeo,green,premium,44,,312.7944,green_premium
9486,9486,Pietro,green,long,39,4.43,431.4024,green_long
9487,9487,Romeo,green,long,24,,389.66549999999995,green_long
9488,9488,Romeo,green,long,39,,332.89300000000003,green_long
9489,9489,Romeo,blue,long,7,,337.3184,blue_long
9490,9490,Romeo,blue,premium,8,3.95,280.71119999999996,blue_premium
9491,9491,Pietro,blue,long,46,,421.30920000000003,blue_long
9492,9492,Romeo,green,premium,28,,307.7484,green_premium
9493,9493,Monica,green,premium,20,,287.64020000000005,green_premium
9494,9494,Romeo,blue,long,6,,372.2663,blue_long
9495,9495,Pietro,green,onion,19,,287.79299999999995,green_onion
9496,9496,Monica,green,onion,36,,371.924,green_onion
9497,9497,Pietro,blue,long,38,,384.32439999999997,blue_long
9498,9498,Pietro,green,long,30,,352.17,green_long
9499,9499,Pietro,blue,long,42,,302.3752,blue_long
9500,9500,Pietro,green,long,29,,421.38320000000004,green_long
9501,9501,Pietro,green,long,53,,332.5448,green_long
9502,9502,Romeo,yellow,long,48,,419.9915,yellow_long
9503,9503,Romeo,green,premium,35,,327.712,green_premium
9504,9504,Monica,green,artistic,15,,201.7806,green_artistic
9505,9505,Monica,green,artistic,32,,262.3618,green_artistic
9506,9506,Monica,green,onion,31,,395.872,green_onion
9507,9507,Monica,green,long,6,,402.0105,green_long
9508,9508,Pietro,green,long,9,,337.59,green_long
9509,9509,Romeo,yellow,long,48,,342.7062,yellow_long
9510,9510,Pietro,green,long,46,,395.6204,green_long
9511,9511,Pietro,blue,long,38,,370.89110000000005,blue_long
9512,9512,Pietro,green,onion,9,,350.2222,green_onion
9513,9513,Monica,green,long,28,,332.72729999999996,green_long
9514,9514,Pietro,blue,long,16,,418.176,blue_long
9515,9515,Pietro,green,long,3,,424.38,green_long
9516,9516,Pietro,green,long,59,,359.0048,green_long
9517,9517,Pietro,green,onion,28,,378.575,green_onion
9518,9518,Pietro,green,onion,44,,228.096,green_onion
9519,9519,Monica,green,long,37,,329.86729999999994,green_long
9520,9520,Pietro,green,onion,35,,223.92379999999997,green_onion
9521,9521,Pietro,yellow,long,46,,429.6768,yellow_long
9522,9522,Romeo,green,long,8,,344.5288,green_long
9523,9523,Pietro,green,long,52,,321.6486,green_long
9524,9524,Romeo,blue,premium,1,,289.7388,blue_premium
9525,9525,Pietro,green,long,21,,395.952,green_long
9526,9526,Pietro,yellow,long,7,,326.0488,yellow_long
9527,9527,Romeo,green,long,57,,256.4282,green_long
9528,9528,Monica,green,premium,33,,299.0394,green_premium
9529,9529,Pietro,yellow,long,48,,392.94539999999995,yellow_long
9530,9530,Pietro,green,long,8,,344.07099999999997,green_long
9531,9531,Pietro,green,onion,47,,279.4638,green_onion
9532,9532,Romeo,blue,premium,53,4.1775,309.036,blue_premium
9533,9533,Monica,green,artistic,34,,175.61749999999998,green_artistic
9534,9534,Pietro,blue,long,4,,274.31579999999997,blue_long
9535,9535,Monica,green,premium,17,,322.336,green_premium
9536,9536,Pietro,blue,long,1,,325.892,blue_long
9537,9537,Monica,blue,artistic,7,,338.649,blue_artistic
9538,9538,Pietro,green,onion,14,,299.8116,green_onion
9539,9539,Pietro,green,long,47,,299.4439,green_long
9540,9540,Pietro,green,long,10,,397.0206,green_long
9541,9541,Pietro,green,long,27,,329.567,green_long
9542,9542,Monica,green,onion,53,,347.92019999999997,green_onion
9543,9543,Monica,green,onion,54,,221.11239999999998,green_onion
9544,9544,Pietro,green,long,36,,325.8275,green_long
9545,9545,Romeo,green,premium,59,,300.9345,green_premium
9546,9546,Romeo,green,artistic,52,,369.993,green_artistic
9547,9547,Pietro,green,long,50,,325.0726,green_long
9548,9548,Romeo,green,premium,11,,330.4056,green_premium
9549,9549,Monica,green,artistic,57,,166.2688,green_artistic
9550,9550,Romeo,blue,premium,53,,300.108,blue_premium
9551,9551,Monica,green,artistic,6,,231.1966,green_artistic
9552,9552,Pietro,green,long,6,,305.57759999999996,green_long
9553,9553,Monica,green,artistic,25,,313.051,green_artistic
9554,9554,Pietro,green,long,19,,304.57,green_long
9555,9555,Pietro,green,long,22,,333.7047,green_long
9556,9556,Pietro,blue,long,44,,370.5494,blue_long
9557,9557,Monica,green,artistic,39,,278.91060000000004,green_artistic
9558,9558,Monica,green,premium,36,,298.3988,green_premium
9559,9559,Pietro,green,long,41,,397.2726,green_long
9560,9560,Pietro,blue,long,21,,404.93699999999995,blue_long
9561,9561,Monica,blue,long,2,,324.207,blue_long
9562,9562,Pietro,green,long,43,,325.7352,green_long
9563,9563,Romeo,green,artistic,15,,443.49119999999994,green_artistic
9564,9564,Pietro,green,long,9,,390.9996,green_long
9565,9565,Romeo,green,long,1,,382.63360000000006,green_long
9566,9566,Monica,blue,onion,4,,304.75230000000005,blue_onion
9567,9567,Pietro,green,onion,11,,231.28,green_onion
9568,9568,Monica,green,long,35,,386.1344000000001,green_long
9569,9569,Pietro,green,long,52,,254.67720000000003,green_long
9570,9570,Romeo,green,long,13,,453.31440000000003,green_long
9571,9571,Monica,green,artistic,11,,173.53279999999998,green_artistic
9572,9572,Pietro,green,long,49,,370.4021,green_long
9573,9573,Pietro,green,long,24,,357.17760000000004,green_long
9574,9574,Romeo,green,long,34,,377.4652,green_long
9575,9575,Pietro,yellow,long,4,,416.16650000000004,yellow_long
9576,9576,Romeo,green,premium,55,,323.4479,green_premium
9577,9577,Pietro,green,long,35,,343.21599999999995,green_long
9578,9578,Pietro,yellow,long,49,,357.201,yellow_long
9579,9579,Romeo,green,premium,8,,329.504,green_premium
9580,9580,Monica,green,artistic,42,,388.09049999999996,green_artistic
9581,9581,Pietro,green,long,35,,303.07199999999995,green_long
9582,9582,Monica,green,onion,25,,405.594,green_onion
9583,9583,Romeo,green,premium,2,,302.7024,green_premium
9584,9584,Pietro,yellow,long,1,,384.3672,yellow_long
9585,9585,Pietro,green,long,39,,459.98699999999997,green_long
9586,9586,Pietro,green,long,46,,370.6773,green_long
9587,9587,Pietro,green,long,40,,382.11039999999997,green_long
9588,9588,Romeo,green,long,45,,319.20000000000005,green_long
9589,9589,Pietro,green,long,40,,263.00559999999996,green_long
9590,9590,Monica,green,premium,32,,316.7118,green_premium
9591,9591,Romeo,blue,premium,19,,301.10249999999996,blue_premium
9592,9592,Monica,green,artistic,0,,295.7042,green_artistic
9593,9593,Pietro,blue,long,0,,350.1302,blue_long
9594,9594,Monica,green,artistic,47,,190.56699999999998,green_artistic
9595,9595,Pietro,green,long,37,,392.01750000000004,green_long
9596,9596,Pietro,green,premium,47,,299.05170000000004,green_premium
9597,9597,Romeo,green,premium,24,,326.3783,green_premium
9598,9598,Monica,blue,artistic,28,,207.9004,blue_artistic
9599,9599,Monica,green,artistic,55,,193.92239999999998,green_artistic
9600,9600,Pietro,green,long,3,,329.0876,green_long
9601,9601,Monica,blue,onion,18,,323.15470000000005,blue_onion
9602,9602,Monica,blue,onion,53,,198.73559999999998,blue_onion
9603,9603,Pietro,blue,long,57,,369.53180000000003,blue_long
9604,9604,Pietro,green,onion,10,,314.15459999999996,green_onion
9605,9605,Monica,yellow,premium,43,,299.874,yellow_premium
9606,9606,Pietro,green,long,11,,295.36199999999997,green_long
9607,9607,Pietro,green,long,48,,332.325,green_long
9608,9608,Monica,green,artistic,45,,279.5184,green_artistic
9609,9609,Pietro,blue,long,16,,353.9586,blue_long
9610,9610,Romeo,green,premium,4,,303.71119999999996,green_premium
9611,9611,Pietro,green,long,37,,337.83750000000003,green_long
