,bottle,producer,color,shape,width,height,age
7969,7969,Monica,green,premium,13.85,21.84,37
7970,7970,Pietro,yellow,long,11.67,27.32,39
7971,7971,Monica,green,premium,13.28,22.16,8
7972,7972,Monica,yellow,artistic,9.49,23.93,17
7973,7973,Pietro,green,long,10.87,29.22,54
7974,7974,Monica,green,onion,18.55,13.88,35
7975,7975,Romeo,green,long,12.22,28.11,18
7976,7976,Pietro,yellow,long,10.34,31.94,10
7977,7977,Pietro,green,long,11.6,21.23,3
7978,7978,Pietro,yellow,long,12.35,27.96,39
7979,7979,Pietro,blue,long,11.06,33.23,50
7980,7980,Pietro,blue,onion,22.38,17.2,11
7981,7981,Monica,green,artistic,14.64,16.94,58
7982,7982,Monica,blue,artistic,17.35,21.59,20
7983,7983,Romeo,green,long,12.99,29.02,10
7984,7984,Romeo,green,long,11.7,28.74,5
7985,7985,Romeo,green,premium,13.08,23.52,20
7986,7986,Romeo,yellow,premium,13.81,22.87,6
7987,7987,Pietro,green,long,10.86,32.28,32
7988,7988,Monica,green,premium,14.27,22.21,7
7989,7989,Monica,green,long,12.1,34.52,12
7990,7990,Monica,green,artistic,7.05,22.71,30
7991,7991,Romeo,blue,artistic,16.97,18.82,1
7992,7992,Pietro,blue,onion,17.32,14.4,34
7993,7993,Pietro,green,long,12.47,27.87,49
7994,7994,Pietro,green,onion,18.78,15.11,39
7995,7995,Monica,blue,onion,21.42,16.54,57
7996,7996,Pietro,blue,long,12.99,29.06,52
7997,7997,Pietro,green,long,11.89,27.45,4
7998,7998,Romeo,blue,artistic,8.87,21.74,36
7999,7999,Romeo,green,premium,14.14,21.67,18
8000,8000,Monica,green,long,12.28,30.67,22
8001,8001,Pietro,blue,long,12.67,26.74,4
8002,8002,Romeo,green,premium,13.76,22.08,13
8003,8003,Romeo,yellow,long,12.48,24.3,7
8004,8004,Romeo,yellow,premium,14.43,21.67,41
8005,8005,Pietro,blue,onion,17.51,16.07,1
8006,8006,Pietro,green,long,12.27,25.43,10
8007,8007,Monica,yellow,artistic,10.54,17.02,14
8008,8008,Romeo,green,long,9.68,28.71,30
8009,8009,Pietro,blue,long,12.44,37.1,3
8010,8010,Monica,green,artistic,12.42,22.41,13
8011,8011,Pietro,green,onion,17.35,15.13,0
8012,8012,Monica,green,onion,20.99,12.71,31
8013,8013,Pietro,blue,onion,19.78,13.71,7
8014,8014,Pietro,green,long,12.54,34.18,59
8015,8015,Pietro,green,long,10.98,23.96,5
8016,8016,Monica,yellow,artistic,7.18,15.98,11
8017,8017,Monica,green,onion,23.75,15.39,30
8018,8018,Pietro,green,long,12.95,29.92,27
8019,8019,Pietro,green,premium,14.01,22.35,35
8020,8020,Pietro,green,long,11.79,32.42,50
8021,8021,Romeo,green,premium,14.25,21.77,15
8022,8022,Pietro,blue,long,10.39,27.63,26
8023,8023,Romeo,green,long,12.14,37.34,38
8024,8024,Romeo,green,premium,14.88,22.95,13
8025,8025,Romeo,green,premium,13.49,21.96,13
8026,8026,Pietro,green,long,13.19,24.8,56
8027,8027,Pietro,green,onion,17.02,14.77,2
8028,8028,Romeo,green,premium,14.02,21.25,55
8029,8029,Pietro,green,long,11.85,34.31,36
8030,8030,Romeo,green,premium,13.08,21.49,22
8031,8031,Pietro,green,long,11.61,35.13,7
8032,8032,Romeo,yellow,premium,14.35,22.64,42
8033,8033,Romeo,green,premium,14.29,21.35,22
8034,8034,Romeo,green,onion,19.06,15.77,19
8035,8035,Romeo,green,premium,14.33,21.78,12
8036,8036,Pietro,green,long,11.13,30.02,56
8037,8037,Pietro,yellow,long,13.81,30.52,25
8038,8038,Romeo,green,onion,18.7,15.62,36
8039,8039,Romeo,green,long,11.4,26.46,16
8040,8040,Monica,blue,premium,13.95,22.14,10
8041,8041,Pietro,blue,long,11.14,33.94,40
8042,8042,Pietro,green,long,12.32,31.2,44
8043,8043,Pietro,green,long,11.25,28.29,21
8044,8044,Monica,blue,long,11.5,25.97,34
8045,8045,Pietro,green,long,12.03,31.99,46
8046,8046,Romeo,green,premium,14.52,21.96,12
8047,8047,Monica,green,artistic,13.76,18.54,42
8048,8048,Monica,blue,onion,19.06,18.15,28
8049,8049,Monica,blue,premium,13.57,21.51,54
8050,8050,Pietro,green,onion,17.6,13.55,29
8051,8051,Pietro,green,onion,19.59,14.69,30
8052,8052,Romeo,green,artistic,17.21,18.6,6
8053,8053,Pietro,green,long,12.54,24.47,37
8054,8054,Monica,green,premium,13.79,21.73,36
8055,8055,Pietro,green,long,11.68,34.42,44
8056,8056,Monica,green,premium,14.14,21.98,52
8057,8057,Monica,green,long,13.3,32.04,51
8058,8058,Pietro,blue,onion,22.14,16.12,35
8059,8059,Pietro,green,long,13.57,30.49,43
8060,8060,Pietro,green,long,10.47,25.33,11
8061,8061,Romeo,green,premium,13.54,21.71,55
8062,8062,Pietro,green,long,11.65,28.08,8
8063,8063,Monica,yellow,onion,21.36,14.67,51
8064,8064,Romeo,green,premium,13.82,22.51,2
8065,8065,Romeo,green,premium,13.72,22.75,0
8066,8066,Monica,green,artistic,11.01,22.03,7
8067,8067,Romeo,yellow,onion,17.84,16.32,7
8068,8068,Monica,green,artistic,11.56,23.02,32
8069,8069,Pietro,blue,long,11.83,34.76,8
8070,8070,Monica,green,premium,14.46,21.64,58
8071,8071,Pietro,green,long,11.37,35.28,42
8072,8072,Romeo,yellow,premium,15.16,21.41,32
8073,8073,Pietro,blue,long,12.19,28.24,50
8074,8074,Monica,blue,artistic,15.79,20.85,50
8075,8075,Monica,green,artistic,11.66,23.14,47
8076,8076,Romeo,blue,onion,20.09,14.28,40
8077,8077,Monica,green,premium,14.26,22.95,18
8078,8078,Romeo,green,long,11.31,26.46,38
8079,8079,Pietro,green,long,13.74,25.87,4
8080,8080,Romeo,green,long,12.99,30.43,52
8081,8081,Pietro,green,long,12.48,24.19,5
8082,8082,Pietro,yellow,long,13.17,29.62,30
8083,8083,Monica,blue,long,13.32,26.87,42
8084,8084,Romeo,green,onion,22.7,12.36,30
8085,8085,Monica,green,onion,24.02,13.47,37
8086,8086,Monica,green,artistic,8.19,26.72,37
8087,8087,Pietro,green,long,10.55,31.06,25
8088,8088,Romeo,blue,artistic,9.92,19.26,44
8089,8089,Romeo,green,premium,14.14,21.76,21
8090,8090,Monica,green,artistic,23.11,25.01,4
8091,8091,Pietro,green,long,12.91,31.66,44
8092,8092,Monica,blue,artistic,14.54,21.23,18
8093,8093,Pietro,green,long,11.73,30.86,18
8094,8094,Monica,blue,long,12.27,30.84,41
8095,8095,Pietro,green,long,12.11,34.42,16
8096,8096,Pietro,green,long,12.39,29.47,58
8097,8097,Pietro,green,long,11.01,27.34,29
8098,8098,Romeo,blue,premium,13.29,22.23,35
8099,8099,Monica,green,artistic,8.54,24.25,0
8100,8100,Pietro,green,onion,17.59,14.5,12
8101,8101,Monica,green,artistic,7.77,25.54,29
8102,8102,Monica,green,long,10.42,30.27,12
8103,8103,Romeo,green,long,13.12,32.24,26
8104,8104,Monica,green,artistic,13.51,21.26,41
8105,8105,Pietro,green,long,11.54,28.49,33
8106,8106,Pietro,blue,long,11.68,29.24,13
8107,8107,Pietro,green,onion,19.78,16.28,11
8108,8108,Romeo,green,premium,13.92,22.36,49
8109,8109,Pietro,green,long,11.8,30.0,53
8110,8110,Romeo,green,premium,13.87,22.15,29
8111,8111,Monica,yellow,long,10.97,27.9,2
8112,8112,Pietro,green,long,10.6,32.71,1
8113,8113,Pietro,green,long,10.61,30.03,27
8114,8114,Pietro,blue,long,12.26,26.3,57
8115,8115,Romeo,green,long,12.02,34.94,5
8116,8116,Pietro,green,onion,20.17,15.27,13
8117,8117,Monica,yellow,artistic,7.22,18.96,54
8118,8118,Pietro,green,long,12.86,26.46,35
8119,8119,Pietro,green,long,11.36,27.46,25
8120,8120,Pietro,yellow,onion,18.9,12.56,25
8121,8121,Monica,green,premium,14.08,22.33,48
8122,8122,Pietro,green,long,11.81,33.24,37
8123,8123,Pietro,blue,long,14.33,29.83,59
8124,8124,Romeo,blue,premium,14.69,22.44,59
8125,8125,Monica,green,long,12.9,35.22,31
8126,8126,Romeo,blue,premium,13.71,21.63,27
8127,8127,Pietro,green,long,11.34,30.65,14
8128,8128,Monica,blue,premium,14.25,22.92,54
8129,8129,Pietro,green,long,12.57,23.33,36
8130,8130,Monica,green,long,12.83,30.68,40
8131,8131,Pietro,green,long,13.44,27.78,57
8132,8132,Monica,green,premium,13.35,22.59,18
8133,8133,Monica,green,onion,18.76,15.55,31
8134,8134,Monica,green,artistic,9.42,23.83,6
8135,8135,Pietro,green,onion,20.43,12.51,37
8136,8136,Pietro,green,long,12.92,27.51,36
8137,8137,Monica,green,long,12.72,34.64,59
8138,8138,Romeo,green,long,11.56,26.91,38
8139,8139,Pietro,blue,long,13.29,33.75,51
8140,8140,Monica,green,artistic,12.28,21.49,35
8141,8141,Pietro,green,onion,20.23,15.96,18
8142,8142,Monica,green,artistic,6.89,14.91,20
8143,8143,Pietro,green,onion,16.07,15.7,19
8144,8144,Pietro,blue,long,13.31,30.33,44
8145,8145,Pietro,green,premium,14.57,21.43,2
8146,8146,Romeo,green,premium,14.2,22.62,4
8147,8147,Pietro,green,long,11.35,27.97,34
8148,8148,Pietro,blue,long,13.34,28.96,48
8149,8149,Pietro,green,premium,13.86,22.14,17
8150,8150,Romeo,yellow,onion,18.93,19.32,26
8151,8151,Pietro,green,long,10.88,26.24,23
8152,8152,Monica,yellow,premium,14.15,22.04,28
8153,8153,Pietro,green,long,10.92,29.9,5
8154,8154,Pietro,green,long,12.5,24.27,8
8155,8155,Romeo,green,premium,14.24,22.25,20
8156,8156,Romeo,green,long,12.11,33.86,20
8157,8157,Pietro,green,long,10.64,32.44,16
8158,8158,Monica,green,artistic,3.54,27.42,20
8159,8159,Pietro,blue,premium,13.75,21.97,10
8160,8160,Monica,green,long,11.58,30.87,16
8161,8161,Romeo,green,premium,14.55,22.12,16
8162,8162,Pietro,green,long,11.54,27.97,54
8163,8163,Pietro,green,long,11.49,28.02,22
8164,8164,Monica,green,artistic,15.9,23.98,9
8165,8165,Romeo,green,long,13.83,33.2,19
8166,8166,Monica,green,premium,13.55,22.1,3
8167,8167,Pietro,green,long,11.19,30.39,34
8168,8168,Romeo,green,premium,13.9,22.02,43
8169,8169,Romeo,green,premium,14.57,22.45,29
8170,8170,Monica,yellow,onion,22.49,15.75,28
8171,8171,Romeo,green,long,10.37,29.87,38
8172,8172,Monica,green,onion,19.8,9.18,40
8173,8173,Monica,blue,artistic,19.63,18.41,8
8174,8174,Pietro,blue,long,11.55,34.35,32
8175,8175,Romeo,green,premium,13.89,21.6,42
8176,8176,Pietro,green,long,11.92,28.83,8
8177,8177,Romeo,green,artistic,9.82,16.14,34
8178,8178,Pietro,green,long,13.11,28.25,8
8179,8179,Romeo,green,premium,14.0,21.95,30
8180,8180,Pietro,green,onion,21.05,14.74,19
8181,8181,Romeo,green,premium,14.18,22.45,4
8182,8182,Romeo,green,long,12.52,31.24,55
8183,8183,Monica,green,artistic,19.48,28.0,35
8184,8184,Monica,green,premium,14.03,21.73,31
8185,8185,Pietro,green,premium,14.23,21.36,36
8186,8186,Pietro,green,long,10.01,32.4,57
8187,8187,Pietro,green,long,11.93,29.49,48
8188,8188,Monica,green,onion,21.19,18.25,19
8189,8189,Romeo,green,premium,14.79,21.46,3
8190,8190,Romeo,green,long,11.53,30.16,4
8191,8191,Romeo,green,premium,14.39,21.93,54
8192,8192,Romeo,green,long,12.25,31.19,43
8193,8193,Pietro,green,long,10.97,27.06,58
8194,8194,Pietro,blue,onion,20.34,15.11,28
8195,8195,Pietro,green,long,12.92,33.97,43
8196,8196,Monica,green,long,9.24,30.17,22
8197,8197,Pietro,green,long,12.6,25.95,25
8198,8198,Monica,green,artistic,7.21,21.53,42
8199,8199,Romeo,green,premium,13.6,22.5,37
8200,8200,Pietro,green,long,12.01,32.44,52
8201,8201,Romeo,green,premium,14.24,22.47,37
8202,8202,Pietro,green,long,12.52,33.53,37
8203,8203,Monica,green,long,11.46,26.01,18
8204,8204,Monica,blue,artistic,14.51,26.3,49
8205,8205,Monica,blue,onion,22.74,12.88,35
8206,8206,Romeo,green,long,12.94,28.95,31
8207,8207,Pietro,yellow,long,11.96,32.03,15
8208,8208,Pietro,green,long,11.8,32.42,14
8209,8209,Monica,green,onion,22.96,17.15,23
8210,8210,Pietro,blue,long,11.42,32.2,55
8211,8211,Monica,green,artistic,10.41,17.86,47
8212,8212,Pietro,blue,onion,21.29,13.73,9
8213,8213,Monica,blue,onion,15.98,14.44,32
8214,8214,Pietro,blue,long,11.44,34.14,51
8215,8215,Monica,green,artistic,14.86,22.49,7
8216,8216,Romeo,green,premium,14.59,21.38,45
8217,8217,Monica,green,premium,13.19,21.76,19
8218,8218,Pietro,green,long,12.54,26.27,50
8219,8219,Romeo,green,premium,14.31,22.36,14
8220,8220,Romeo,green,long,13.05,27.06,49
8221,8221,Pietro,green,long,12.11,31.69,59
8222,8222,Romeo,green,premium,14.59,22.06,29
8223,8223,Monica,yellow,premium,14.24,21.71,19
8224,8224,Romeo,green,long,12.35,27.93,26
8225,8225,Monica,blue,artistic,9.09,17.96,2
8226,8226,Romeo,green,premium,14.41,22.81,8
8227,8227,Monica,green,artistic,12.76,13.87,18
8228,8228,Pietro,green,long,12.19,25.7,8
8229,8229,Pietro,green,long,11.97,31.04,23
8230,8230,Romeo,yellow,long,11.4,26.85,36
8231,8231,Pietro,green,premium,13.8,22.71,14
8232,8232,Romeo,green,premium,13.17,22.42,48
8233,8233,Monica,green,artistic,15.03,28.87,47
8234,8234,Pietro,green,onion,20.13,15.6,6
8235,8235,Pietro,green,onion,20.4,15.7,35
8236,8236,Monica,green,artistic,3.17,18.93,21
8237,8237,Romeo,green,premium,14.45,21.57,43
8238,8238,Monica,green,artistic,13.36,26.21,34
8239,8239,Pietro,green,long,12.07,31.0,44
8240,8240,Pietro,green,long,11.37,29.62,52
8241,8241,Pietro,green,long,11.2,30.05,2
8242,8242,Pietro,yellow,long,9.78,31.08,47
8243,8243,Romeo,green,long,10.6,34.51,30
8244,8244,Monica,green,onion,19.79,15.12,45
8245,8245,Romeo,green,onion,18.38,11.97,45
8246,8246,Romeo,green,premium,14.37,22.23,7
8247,8247,Romeo,green,premium,13.97,21.7,27
8248,8248,Pietro,yellow,onion,17.48,15.45,4
8249,8249,Romeo,green,premium,13.75,22.62,35
8250,8250,Pietro,blue,onion,18.61,15.92,14
8251,8251,Romeo,green,premium,13.5,22.33,54
8252,8252,Pietro,green,long,11.33,34.3,29
8253,8253,Monica,blue,onion,21.42,12.3,26
8254,8254,Pietro,green,long,12.9,27.44,44
8255,8255,Pietro,blue,long,12.26,29.8,8
8256,8256,Romeo,blue,long,12.96,26.38,10
8257,8257,Monica,green,onion,17.23,12.0,53
8258,8258,Monica,blue,artistic,11.17,20.64,13
8259,8259,Pietro,green,long,13.23,31.37,53
8260,8260,Pietro,blue,long,9.68,32.19,29
8261,8261,Monica,green,artistic,6.68,29.92,37
8262,8262,Monica,blue,premium,13.4,22.54,23
8263,8263,Monica,green,long,12.58,26.81,10
8264,8264,Pietro,green,long,10.94,22.93,47
8265,8265,Monica,yellow,long,9.82,32.46,37
8266,8266,Romeo,green,premium,13.73,21.27,12
8267,8267,Romeo,green,long,11.84,31.55,52
8268,8268,Pietro,blue,long,13.26,28.58,54
8269,8269,Pietro,green,long,11.83,31.13,25
8270,8270,Pietro,green,long,11.22,28.62,14
8271,8271,Romeo,yellow,long,12.92,28.12,49
8272,8272,Monica,green,artistic,15.77,21.18,1
8273,8273,Romeo,green,premium,13.54,20.74,10
8274,8274,Pietro,green,long,12.6,29.89,9
8275,8275,Pietro,green,long,11.8,32.23,23
8276,8276,Pietro,blue,long,11.33,28.38,56
8277,8277,Pietro,green,long,12.59,31.66,40
8278,8278,Romeo,green,premium,13.54,22.42,10
8279,8279,Pietro,green,premium,14.13,22.57,50
8280,8280,Monica,blue,long,11.8,26.91,3
8281,8281,Pietro,green,long,11.77,31.46,6
8282,8282,Pietro,green,long,11.03,29.83,13
8283,8283,Monica,green,premium,12.61,22.43,35
8284,8284,Romeo,green,premium,14.87,21.72,25
8285,8285,Monica,blue,long,13.02,28.42,47
8286,8286,Monica,green,long,11.03,31.57,52
8287,8287,Pietro,blue,long,10.58,28.16,58
8288,8288,Pietro,green,long,12.7,31.31,58
8289,8289,Monica,yellow,artistic,16.02,13.7,26
8290,8290,Pietro,blue,premium,14.38,22.21,31
8291,8291,Romeo,green,premium,14.03,23.02,42
8292,8292,Pietro,green,long,13.79,28.96,36
8293,8293,Romeo,green,long,12.7,32.58,51
8294,8294,Monica,blue,artistic,8.36,13.69,24
8295,8295,Pietro,green,long,11.13,29.23,34
8296,8296,Romeo,green,premium,14.18,22.23,48
8297,8297,Pietro,green,long,12.73,33.4,18
8298,8298,Pietro,green,long,12.51,32.52,1
8299,8299,Romeo,blue,premium,14.45,21.22,32
8300,8300,Pietro,blue,onion,17.35,16.81,25
8301,8301,Romeo,green,premium,13.88,22.08,6
8302,8302,Pietro,blue,premium,14.36,21.81,36
8303,8303,Romeo,green,long,11.84,30.03,31
8304,8304,Monica,green,onion,21.51,13.85,57
8305,8305,Pietro,blue,long,11.94,27.19,2
8306,8306,Monica,blue,premium,14.26,22.02,52
8307,8307,Pietro,green,long,11.1,25.66,1
8308,8308,Pietro,green,long,11.54,27.91,6
8309,8309,Monica,green,onion,19.57,14.7,53
8310,8310,Monica,green,premium,14.11,21.57,26
8311,8311,Romeo,green,long,15.3,33.49,34
8312,8312,Pietro,green,long,11.02,31.43,11
8313,8313,Pietro,yellow,long,12.1,28.48,46
8314,8314,Romeo,green,premium,14.59,21.49,54
8315,8315,Romeo,green,premium,14.37,21.96,54
8316,8316,Pietro,yellow,long,11.87,30.51,20
8317,8317,Monica,green,artistic,18.04,21.35,32
8318,8318,Pietro,green,long,12.91,32.57,54
8319,8319,Pietro,green,long,13.14,28.52,44
8320,8320,Pietro,green,long,12.3,32.78,27
8321,8321,Pietro,green,onion,20.84,15.43,47
8322,8322,Pietro,green,long,11.69,25.45,58
8323,8323,Pietro,blue,long,9.92,28.71,17
8324,8324,Romeo,green,long,11.51,23.14,57
8325,8325,Pietro,blue,long,12.37,31.57,8
8326,8326,Monica,green,onion,18.15,15.72,32
8327,8327,Romeo,green,premium,13.51,22.04,5
8328,8328,Monica,blue,artistic,9.82,18.35,57
8329,8329,Romeo,blue,premium,13.97,22.4,40
8330,8330,Pietro,green,long,10.15,27.45,21
8331,8331,Pietro,green,long,12.66,32.62,38
8332,8332,Pietro,green,onion,20.22,14.65,18
8333,8333,Monica,blue,onion,14.26,11.95,11
8334,8334,Monica,green,long,12.36,27.02,26
8335,8335,Pietro,green,long,12.1,31.33,29
8336,8336,Romeo,green,premium,14.49,21.92,17
8337,8337,Monica,green,artistic,14.82,22.61,43
8338,8338,Pietro,green,premium,14.5,22.33,15
8339,8339,Pietro,green,onion,21.63,13.85,41
8340,8340,Monica,green,onion,19.74,18.78,22
8341,8341,Monica,green,artistic,16.04,21.04,26
8342,8342,Monica,yellow,long,13.31,27.44,21
8343,8343,Monica,blue,onion,21.04,13.65,38
8344,8344,Pietro,green,long,11.85,25.8,41
8345,8345,Romeo,blue,onion,20.29,16.38,6
8346,8346,Pietro,green,long,11.6,33.32,32
8347,8347,Pietro,green,onion,20.14,13.57,10
8348,8348,Romeo,green,premium,14.19,21.75,14
8349,8349,Monica,green,long,12.35,25.66,19
8350,8350,Monica,green,long,12.03,32.63,37
8351,8351,Romeo,yellow,artistic,15.57,18.67,36
8352,8352,Pietro,green,long,11.3,30.0,33
8353,8353,Pietro,blue,long,10.11,30.47,25
8354,8354,Romeo,yellow,premium,13.58,22.35,50
8355,8355,Pietro,blue,long,11.57,31.18,46
8356,8356,Monica,green,premium,14.06,21.5,19
8357,8357,Pietro,green,long,13.02,31.45,7
8358,8358,Romeo,green,premium,14.67,22.39,51
8359,8359,Pietro,green,long,10.52,34.6,48
8360,8360,Pietro,green,long,10.99,28.79,50
8361,8361,Romeo,green,premium,14.19,22.31,28
8362,8362,Pietro,green,long,12.2,26.16,18
8363,8363,Monica,blue,artistic,12.98,26.89,29
8364,8364,Romeo,green,onion,19.47,17.76,7
8365,8365,Monica,blue,artistic,20.29,16.57,40
8366,8366,Monica,yellow,artistic,16.25,20.12,17
8367,8367,Romeo,green,premium,13.3,21.39,12
8368,8368,Romeo,blue,long,12.07,34.27,49
8369,8369,Pietro,blue,long,12.3,29.23,10
8370,8370,Pietro,blue,long,12.32,29.39,39
8371,8371,Pietro,yellow,long,12.84,28.59,34
8372,8372,Monica,green,premium,14.38,21.44,28
8373,8373,Pietro,yellow,long,12.94,30.15,37
8374,8374,Romeo,green,artistic,5.2,29.12,57
8375,8375,Monica,green,artistic,12.61,24.0,55
8376,8376,Monica,green,artistic,16.53,16.12,15
8377,8377,Pietro,blue,premium,14.41,22.31,9
8378,8378,Monica,green,long,10.87,27.55,32
8379,8379,Romeo,green,premium,14.05,21.76,43
8380,8380,Pietro,yellow,onion,21.16,13.68,26
8381,8381,Monica,green,onion,17.9,17.79,22
8382,8382,Pietro,green,onion,19.44,17.29,3
8383,8383,Monica,yellow,long,13.0,27.64,18
8384,8384,Romeo,green,premium,14.5,21.85,40
8385,8385,Pietro,green,long,12.46,29.7,45
8386,8386,Romeo,blue,premium,13.73,22.39,3
8387,8387,Pietro,green,long,12.54,27.81,45
8388,8388,Romeo,blue,premium,14.18,21.89,5
8389,8389,Monica,green,artistic,16.4,20.05,17
8390,8390,Romeo,green,long,11.65,27.74,4
8391,8391,Monica,blue,long,12.08,32.45,8
8392,8392,Monica,green,long,13.25,28.31,20
8393,8393,Romeo,green,premium,13.76,22.58,7
8394,8394,Monica,green,artistic,9.32,23.58,7
8395,8395,Pietro,blue,long,11.95,27.46,1
8396,8396,Monica,blue,long,13.5,29.17,27
8397,8397,Romeo,green,artistic,17.16,19.51,13
8398,8398,Monica,yellow,artistic,10.91,19.91,27
8399,8399,Pietro,green,long,11.05,28.96,22
8400,8400,Pietro,green,long,11.52,28.43,24
8401,8401,Romeo,green,premium,13.22,22.5,47
8402,8402,Romeo,green,long,10.29,32.02,53
8403,8403,Monica,blue,onion,22.06,15.23,32
8404,8404,Pietro,green,long,12.42,34.5,20
8405,8405,Romeo,blue,premium,13.39,21.77,59
8406,8406,Romeo,blue,premium,14.01,21.75,23
8407,8407,Pietro,green,long,12.51,34.42,48
8408,8408,Pietro,green,onion,22.48,16.41,45
8409,8409,Romeo,green,premium,13.56,21.64,29
8410,8410,Pietro,green,long,12.64,33.15,34
8411,8411,Monica,green,artistic,9.05,20.85,19
8412,8412,Pietro,green,long,11.03,31.72,45
8413,8413,Pietro,green,long,13.2,28.76,49
8414,8414,Monica,green,premium,14.94,21.66,43
8415,8415,Pietro,green,long,11.88,35.9,49
8416,8416,Monica,yellow,premium,14.26,22.65,39
8417,8417,Romeo,green,long,12.01,25.05,2
8418,8418,Pietro,green,long,11.49,30.8,12
8419,8419,Pietro,green,long,10.74,34.54,37
8420,8420,Pietro,green,long,10.9,35.37,47
8421,8421,Pietro,blue,long,11.16,30.03,28
8422,8422,Romeo,green,premium,14.34,22.3,23
8423,8423,Monica,blue,long,10.58,24.15,38
8424,8424,Romeo,yellow,premium,14.33,21.05,53
8425,8425,Pietro,green,premium,13.59,22.04,49
8426,8426,Romeo,green,long,11.17,35.7,2
8427,8427,Pietro,blue,long,10.14,29.73,23
8428,8428,Pietro,green,long,10.57,35.05,11
8429,8429,Pietro,green,long,10.48,33.45,1
8430,8430,Monica,green,long,12.9,30.11,6
8431,8431,Pietro,blue,long,11.12,30.44,57
8432,8432,Pietro,green,long,13.16,31.97,9
8433,8433,Romeo,green,long,11.45,32.86,22
8434,8434,Pietro,blue,long,11.38,26.66,44
8435,8435,Monica,green,artistic,11.89,18.31,54
8436,8436,Monica,blue,onion,18.5,15.13,11
8437,8437,Pietro,green,long,12.77,27.49,3
8438,8438,Monica,green,artistic,10.07,11.84,30
8439,8439,Monica,green,artistic,11.74,17.25,28
8440,8440,Pietro,green,long,11.84,34.26,4
8441,8441,Romeo,green,premium,14.3,22.31,1
8442,8442,Pietro,yellow,long,12.38,31.12,16
8443,8443,Romeo,yellow,premium,14.49,21.81,42
8444,8444,Monica,green,long,13.41,32.02,1
8445,8445,Pietro,green,long,11.19,27.62,24
8446,8446,Romeo,green,long,12.17,28.98,59
8447,8447,Pietro,green,long,12.92,31.41,27
8448,8448,Pietro,yellow,onion,21.6,15.38,35
8449,8449,Monica,green,artistic,3.56,12.49,10
8450,8450,Pietro,blue,long,10.49,28.78,52
8451,8451,Monica,green,onion,20.51,17.15,35
8452,8452,Monica,blue,onion,18.2,12.82,27
8453,8453,Monica,blue,artistic,16.81,24.57,1
8454,8454,Romeo,blue,long,9.84,27.24,55
8455,8455,Monica,green,onion,21.3,11.83,15
8456,8456,Pietro,green,long,11.71,31.62,27
8457,8457,Pietro,green,long,10.95,33.11,5
8458,8458,Monica,green,onion,22.48,16.73,0
8459,8459,Pietro,green,onion,20.9,17.1,8
8460,8460,Monica,green,onion,17.54,15.69,28
8461,8461,Pietro,green,long,12.41,32.07,11
8462,8462,Pietro,blue,onion,20.11,15.97,18
8463,8463,Pietro,blue,long,11.82,30.61,24
8464,8464,Pietro,green,long,10.35,35.98,51
8465,8465,Monica,green,premium,13.88,22.58,30
8466,8466,Romeo,green,long,11.56,31.76,13
8467,8467,Pietro,blue,long,11.77,30.36,51
8468,8468,Pietro,green,long,12.0,30.96,13
8469,8469,Monica,green,premium,14.27,22.05,50
8470,8470,Monica,yellow,artistic,13.77,24.95,45
8471,8471,Pietro,green,long,12.15,32.29,56
8472,8472,Romeo,green,onion,22.3,15.34,44
8473,8473,Pietro,green,long,12.38,30.51,0
8474,8474,Pietro,green,long,12.09,26.87,50
8475,8475,Monica,green,onion,20.3,12.93,47
8476,8476,Romeo,green,premium,13.93,21.81,43
8477,8477,Pietro,green,long,11.68,24.31,27
8478,8478,Romeo,green,premium,13.97,23.13,41
8479,8479,Romeo,blue,artistic,14.59,18.56,5
8480,8480,Monica,blue,long,12.24,30.56,50
8481,8481,Pietro,green,onion,17.44,14.67,14
8482,8482,Pietro,green,long,13.17,26.13,47
8483,8483,Pietro,green,long,10.77,28.05,58
8484,8484,Monica,green,premium,13.76,21.76,55
8485,8485,Pietro,green,long,12.37,24.64,56
8486,8486,Monica,green,artistic,12.34,13.05,40
8487,8487,Pietro,green,long,10.6,35.14,46
8488,8488,Pietro,green,premium,13.69,22.46,42
8489,8489,Monica,blue,artistic,11.97,10.34,13
8490,8490,Pietro,green,long,12.98,31.01,19
8491,8491,Pietro,yellow,long,11.81,30.5,8
8492,8492,Romeo,blue,long,14.31,24.21,57
8493,8493,Pietro,yellow,long,11.15,29.33,54
8494,8494,Pietro,green,long,12.91,29.1,6
8495,8495,Romeo,green,premium,14.1,22.08,16
8496,8496,Monica,green,long,12.97,29.64,8
8497,8497,Monica,green,artistic,17.94,23.04,45
8498,8498,Pietro,green,long,12.23,35.08,51
8499,8499,Romeo,blue,premium,13.69,22.51,31
8500,8500,Romeo,yellow,long,11.75,29.43,33
8501,8501,Pietro,green,long,12.82,26.75,29
8502,8502,Pietro,green,long,10.52,35.21,24
8503,8503,Romeo,green,premium,14.61,22.09,42
8504,8504,Pietro,green,long,12.78,25.67,54
8505,8505,Monica,blue,long,11.36,32.63,52
8506,8506,Monica,green,onion,18.7,13.65,44
8507,8507,Pietro,blue,long,13.16,29.91,23
8508,8508,Pietro,blue,long,12.44,31.41,9
8509,8509,Monica,blue,artistic,15.23,20.49,1
8510,8510,Monica,green,artistic,12.66,22.36,6
8511,8511,Pietro,blue,onion,17.5,12.37,27
